,path,time_scraped,canopy_moisture,dz,extent,extent_fmt,fire_grid,fuel,ignition,output,resolution,resolution_units,run_binary,run_end,run_max_mem_rss_bytes,run_start,seed,sim_time,surface_moisture,threads,timestep,topo,wind_direction,wind_speed
661,burnpro3d/d/b0/2a/run_b02a4135-7dc0-4024-989d-ec2f33e91efc,2023-07-28T11:11:55.576307,0.9,,"[-2022346.0, 1581420.0, -2020914.0, 1580036.0]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-06-22T20:31:35.958839-07:00,2470996,2023-06-22T15:17:06.743073-07:00,-1,11382,0.05,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",210.0,1.788
666,burnpro3d/d/b0/32/run_b032e339-5aa1-43aa-8a21-3d1e8d443cb8,2023-07-28T11:11:55.576307,0.9,,"[-1959092.0, 1310426.0, -1958552.0, 1309880.0]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-06-14T09:40:39.247043-07:00,452480,2023-06-14T09:29:12.893771-07:00,-1,4005,0.1,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",90.0,2.235
722,burnpro3d/d/b0/c1/run_b0c17fdb-6a58-42f7-80b4-2ed36f9a5d2c,2023-07-28T11:11:55.576307,1.0,,"[-2022346.0, 1581420.0, -2020914.0, 1580036.0]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-06-14T15:10:02.726252-07:00,2468584,2023-06-14T12:24:35.317728-07:00,-1,11359,0.07,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",210.0,3.129
724,burnpro3d/d/b0/c2/run_b0c21390-44f1-4e0c-b50f-0432f7662146,2023-07-28T11:11:55.576307,0.9,,"[-1959092.0, 1310426.0, -1958552.0, 1309880.0]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-06-23T18:44:35.030370-07:00,452204,2023-06-23T18:12:11.008061-07:00,-1,19838,0.2,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",120.0,6.705
727,burnpro3d/d/b0/cd/run_b0cd1cdb-1a74-4176-98d4-0c188da95bd5,2023-07-28T11:11:55.576307,0.9,,"[-2048102.0, 1866760.0, -2047106.0, 1865848.0]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-06-28T15:18:16.916387-07:00,4672808,2023-06-28T11:11:31.863643-07:00,-1,6910,0.2,1,600,"{'topo_calcs': True, 'total_startup_iters': 500}",150.0,2.235
758,burnpro3d/d/b1/28/run_b1281ef0-e791-4337-8c0f-8942690870ea,2023-07-28T11:11:55.576307,0.9,,"[-939420.0, 1474018.0, -938616.0, 1473212.0]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-07-18T14:18:13.495607-07:00,2275620,2023-07-18T14:06:55.766914-07:00,-1,5983,0.25,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",180.0,6.705
803,burnpro3d/d/b1/7f/run_b17f6d70-a62f-4ddd-b07f-1c6aa199f91f,2023-07-28T11:11:55.576307,1.0,,"[-2022346.0, 1581420.0, -2020914.0, 1580036.0]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-06-14T15:49:58.959204-07:00,2468784,2023-06-14T12:23:38.563705-07:00,-1,11359,0.1,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",180.0,4.023
804,burnpro3d/d/b1/83/run_b183ed16-a5da-43ca-b0e4-0f9b1388da9a,2023-07-28T11:11:55.576307,0.9,,"[-2097480.0, 2037504.0, -2096674.0, 2036700.0]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-06-23T19:45:18.394239-07:00,3920832,2023-06-23T15:17:37.981510-07:00,-1,27251,0.2,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",60.0,6.705
805,burnpro3d/d/b1/88/run_b1882ce5-4a32-4cce-8264-e29b607eaf79,2023-07-28T11:11:55.576307,1.0,,"[-2097480.0, 2037504.0, -2096674.0, 2036700.0]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-06-23T18:40:09.826256-07:00,3920448,2023-06-23T15:09:11.194809-07:00,-1,27251,0.1,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",60.0,4.47
835,burnpro3d/d/b1/ea/run_b1ea9352-6c7b-4e80-b35e-a7aa91442b85,2023-07-28T11:11:55.576307,1.0,,"[-2097480.0, 2037504.0, -2096674.0, 2036700.0]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-06-20T12:50:26.971605-07:00,3919544,2023-06-20T10:31:28.954071-07:00,-1,14997,0.1,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",30.0,6.705
837,burnpro3d/d/b1/ee/run_b1eed9c0-a82e-4c82-a50d-a417556504b3,2023-07-28T11:11:55.576307,1.0,,"[-2048682.0, 1867110.0, -2047710.0, 1866292.0]","[[x1, y1], [x2, y2]]",,"{'density': None, 'dx': 2, 'dy': 2, 'height': 0.5, 'id': '1da67e81-6380-48bf-869d-54dcd610e329', 'xlen': None, 'ylen': None}",,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 20, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-05-02T07:03:04.010649-07:00,3507620,2023-05-02T06:51:00.574001-07:00,-1,800,0.12,1,20,,0.0,5.0
843,burnpro3d/d/b1/fb/run_b1fb106e-c5c2-461a-b7bd-8532018435ff,2023-07-28T11:11:55.576307,0.9,,"[123782.0, 1223754.0, 124586.0, 1222950.0]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-07-21T14:13:11.330303-07:00,2462452,2023-07-21T13:16:23.144993-07:00,-1,5918,0.1,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",120.0,4.47
853,burnpro3d/d/b2/18/run_b218cac8-4b45-430a-8c56-a3a42083aa0b,2023-07-28T11:11:55.576307,0.4,,"[-2126863, 2649938, -2126015, 2648970]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2, 2, 1]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-06-06T13:11:45.346814-07:00,2659256,2023-06-06T10:24:36.648775-07:00,-1,4225,0.3,1,600,,180.0,5.0
909,burnpro3d/d/b2/ac/run_b2accd3b-6238-413b-835b-9c276e4d34b3,2023-07-28T11:11:55.576307,0.9,,"[123782.0, 1223754.0, 124586.0, 1222950.0]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-07-21T14:12:30.366657-07:00,2462096,2023-07-21T13:15:37.650306-07:00,-1,5918,0.1,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",90.0,4.47
921,burnpro3d/d/b2/ce/run_b2ce8b05-d94a-420a-a1c2-4fee0d5961bd,2023-07-28T11:11:55.576307,0.4,,"[-2126863, 2649938, -2126015, 2648970]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2, 2, 1]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-06-06T12:03:12.524106-07:00,2659544,2023-06-06T10:25:12.077314-07:00,-1,4225,0.1,1,600,,120.0,20.0
926,burnpro3d/d/b2/e4/run_b2e444ac-8aa6-4869-a25f-9b92aa0d5dbf,2023-07-28T11:11:55.576307,1.0,,"[-2022346.0, 1581420.0, -2020914.0, 1580036.0]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-06-14T15:31:20.106923-07:00,2470432,2023-06-14T12:24:00.111585-07:00,-1,11359,0.05,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",150.0,2.235
927,burnpro3d/d/b2/e6/run_b2e651b2-cc4c-435b-bc90-60bf448300fb,2023-07-28T11:11:55.576307,0.4,,"[-2126863, 2649938, -2126015, 2648970]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2, 2, 1]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-06-05T15:38:59.069426-07:00,2659732,2023-06-05T15:10:01.399395-07:00,-1,4225,0.1,1,600,,60.0,15.0
928,burnpro3d/d/b2/e6/run_b2e67af4-26ca-41cd-8931-ed66bc62d8f0,2023-07-28T11:11:55.576307,1.0,,"[-2142328, 2645879, -2141688, 2645247]","[[x1, y1], [x2, y2]]",,"{'density': None, 'dx': 2, 'dy': 2, 'height': 0.5, 'id': '1cdcffcd-04bc-4e4c-9146-f29f9a1b563a', 'xlen': None, 'ylen': None}","{'dat': None, 'id': '1605f44d-d20e-40c3-8fe0-38fed1a097df', 'perc': 2}",,"[1, 2, 2]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-03-21T17:22:44.354057-07:00,1350864,2023-03-21T17:21:20.460801-07:00,-1,116,0.12,1,25,,0.0,2.235136343316942
940,burnpro3d/d/b3/02/run_b3023c2a-cbf1-47b5-8c5e-6d07379a5f2b,2023-07-28T11:11:55.576307,1.0,,"[-1959092.0, 1310426.0, -1958552.0, 1309880.0]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-06-23T19:22:24.126584-07:00,452164,2023-06-23T18:41:15.621200-07:00,-1,19838,0.2,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",120.0,2.235
943,burnpro3d/d/b3/06/run_b306042a-bf97-48f9-8b16-877dfa81ce5a,2023-07-28T11:11:55.576307,0.8,,"[-2022346.0, 1581420.0, -2020914.0, 1580036.0]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-06-14T16:44:52.019213-07:00,2470696,2023-06-14T12:24:33.480261-07:00,-1,11359,0.1,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",210.0,2.235
954,burnpro3d/d/b3/1b/run_b31b4b33-3a0f-44c5-9a5e-97900ea11af2,2023-07-28T11:11:55.576307,1.0,,"[-2022346.0, 1581420.0, -2020914.0, 1580036.0]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-06-15T14:54:46.109198-07:00,2470276,2023-06-15T11:12:05.784952-07:00,-1,11382,0.05,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",90.0,4.47
958,burnpro3d/d/b3/1f/run_b31f36a3-cd39-44fd-968c-f6593474bd4c,2023-07-28T11:11:55.576307,0.3,,"[-2126863, 2649938, -2126015, 2648970]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2, 2, 1]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-06-06T11:01:33.907017-07:00,2658772,2023-06-06T10:25:33.217342-07:00,-1,4225,0.3,1,600,,120.0,15.0
962,burnpro3d/d/b3/30/run_b330d190-eb7e-44e2-a66f-3b38490d1481,2023-07-28T11:11:55.576307,1.0,,"[-1363368.0, 2825402.0, -1362208.0, 2824572.0]","[[x1, y1], [x2, y2]]",,"{'density': None, 'dx': 2, 'dy': 2, 'height': 0.5, 'id': '1a5cb5c1-d597-47fe-b3fd-a578331267fc', 'xlen': None, 'ylen': None}","{'dat': None, 'id': '4c234715-bfeb-4fe2-ab48-cd804196f733', 'perc': 2}","{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-06-08T13:56:39.402286-07:00,3507216,2023-06-08T12:22:33.925361-07:00,-1,10953,0.06,1,600,,115.0,4.0
968,burnpro3d/d/b3/47/run_b347d834-91d6-4d00-ab6f-037b19db9060,2023-07-28T11:11:55.576307,1.1,,"[-1398056.0, 2815704.0, -1397036.0, 2814900.0]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-06-19T16:30:11.761448-07:00,2565412,2023-06-19T14:50:57.250673-07:00,-1,6906,0.2,1,600,"{'topo_calcs': True, 'total_startup_iters': 500}",300.0,6.705
0,burnpro3d/d/b3/53/run_b353aac1-f0c0-4be3-b8b8-43c09d3192d6,2023-07-28T11:16:32.377067,0.0,,"[-1959092.0, 1310426.0, -1958552.0, 1309880.0]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-06-14T12:33:45.516929-07:00,452060,2023-06-14T12:25:04.559504-07:00,-1,4005,0.1,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",90.0,2.235
10,burnpro3d/d/b3/71/run_b37151d7-ded3-4a3f-b537-38bf690ae680,2023-07-28T11:16:32.377067,0.9,,"[-2022346.0, 1581420.0, -2020914.0, 1580036.0]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-07-11T22:21:15.893338-07:00,2427544,2023-07-11T18:29:29.261046-07:00,-1,16374,0.07,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",240.0,4.47
15,burnpro3d/d/b3/7a/run_b37ab1b3-6019-4b42-8a25-aa8c554fb1b3,2023-07-28T11:16:32.377067,0.9,,"[-2022346.0, 1581420.0, -2020914.0, 1580036.0]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-06-23T12:59:22.211415-07:00,2469556,2023-06-23T10:07:33.702672-07:00,-1,10666,0.15,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",120.0,6.705
24,burnpro3d/d/b3/9a/run_b39a4cbf-c602-4130-9802-5b9de04ce283,2023-07-28T11:16:32.377067,1.0,,"[-1959092.0, 1310426.0, -1958552.0, 1309880.0]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-06-23T19:11:46.770755-07:00,452096,2023-06-23T18:40:33.920507-07:00,-1,19838,0.1,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",120.0,2.235
28,burnpro3d/d/b3/a1/run_b3a10064-89d0-492a-b175-7dff68d91768,2023-07-28T11:16:32.377067,0.9,,"[123782.0, 1223754.0, 124586.0, 1222950.0]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-07-21T13:58:40.948827-07:00,2462056,2023-07-21T13:16:04.813797-07:00,-1,5918,0.15,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",60.0,4.47
33,burnpro3d/d/b3/ae/run_b3ae1d21-4cfa-4a9b-b03c-23151dfffe27,2023-07-28T11:16:32.377067,0.9,,"[-1959092.0, 1310426.0, -1958552.0, 1309880.0]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-06-23T18:48:31.415938-07:00,452060,2023-06-23T18:12:10.996801-07:00,-1,19838,0.2,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",60.0,2.235
41,burnpro3d/d/b3/c1/run_b3c144a9-6cfd-410e-be97-b03e78449371,2023-07-28T11:16:32.377067,0.9,,"[-2022346.0, 1581420.0, -2020914.0, 1580036.0]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-06-15T14:03:40.741740-07:00,2470160,2023-06-15T11:24:41.017275-07:00,-1,11382,0.12,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",60.0,1.788
44,burnpro3d/d/b3/ce/run_b3ce62d4-5717-4362-979c-20c52e5c8b0d,2023-07-28T11:16:32.377067,0.9,,"[-2097480.0, 2037504.0, -2096674.0, 2036700.0]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-06-23T18:41:57.135484-07:00,3919464,2023-06-23T14:56:23.159134-07:00,-1,27251,0.2,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",90.0,6.705
55,burnpro3d/d/b3/e9/run_b3e9bbe4-5862-43a6-aca0-fb44af599350,2023-07-28T11:16:32.377067,0.9,,"[-2022346.0, 1581420.0, -2020914.0, 1580036.0]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-06-15T14:06:35.693911-07:00,2470308,2023-06-15T10:52:31.633460-07:00,-1,11382,0.05,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",90.0,1.788
