,path,time_scraped,canopy_moisture,dz,extent,extent_fmt,fire_grid,fuel,ignition,output,resolution,resolution_units,run_binary,run_end,run_max_mem_rss_bytes,run_start,seed,sim_time,surface_moisture,threads,timestep,topo,wind_direction,wind_speed
129,burnpro3d/d/04/f1/run_04f14e20-0d0f-4276-ad60-d70b51a813e4,2023-07-27T17:10:48.294526,1.0,,"[-2097480.0, 2037504.0, -2096674.0, 2036700.0]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-06-23T18:13:00.309110-07:00,3919392,2023-06-23T15:29:57.852018-07:00,-1,27251,0.2,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",120.0,4.47
130,burnpro3d/d/04/fa/run_04fa7ab2-00a5-4f77-bb6b-80d7377d6108,2023-07-27T17:10:48.294526,0.9,,"[-1959092.0, 1310426.0, -1958552.0, 1309880.0]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-06-23T14:42:32.403634-07:00,452028,2023-06-23T14:31:36.015078-07:00,-1,5223,0.1,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",60.0,4.47
168,burnpro3d/d/05/59/run_05594e4a-f9b0-4481-aa00-f0296fea0070,2023-07-27T17:10:48.294526,0.9,,"[-1959092.0, 1310426.0, -1958552.0, 1309880.0]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-06-23T18:58:17.089108-07:00,452020,2023-06-23T18:12:16.841770-07:00,-1,19838,0.25,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",60.0,2.235
171,burnpro3d/d/05/5c/run_055cc453-27db-4260-b00f-31025357f99b,2023-07-27T17:10:48.294526,0.95,,"[-2011072.0, 1581140.0, -2010524.0, 1580484.0]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-06-27T19:12:21.380809-07:00,517480,2023-06-27T18:58:23.040651-07:00,-1,3937,0.07,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",300.0,4.47
178,burnpro3d/d/05/75/run_057511c8-045b-4720-a312-f95e72c43024,2023-07-27T17:10:48.294526,1.0,,"[-2011072.0, 1581140.0, -2010524.0, 1580484.0]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-07-10T14:28:53.127126-07:00,517044,2023-07-10T14:21:16.228507-07:00,-1,4235,0.12,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",240.0,2.235
67,burnpro3d/d/06/62/run_0662ad09-3946-4095-af81-5ff767f343bb,2023-07-27T18:33:30.063322,0.9,,"[1298064.0, 942076.0, 1298868.0, 941272.0]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-06-19T13:03:27.884680-07:00,1338992,2023-06-19T12:22:32.397778-07:00,-1,6748,0.1,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",120.0,3.576
79,burnpro3d/d/06/80/run_0680a287-c2fd-4512-a3f9-60995848d1dd,2023-07-27T18:33:30.063322,1.0,,"[-2011072.0, 1581140.0, -2010524.0, 1580484.0]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-07-10T14:51:28.877365-07:00,516752,2023-07-10T14:36:39.000952-07:00,-1,4228,0.07,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",270.0,4.47
85,burnpro3d/d/06/8c/run_068c457c-a424-4ff3-88c3-c5a5c4e80ca3,2023-07-27T18:33:30.063322,1.2,,"[-2022368.0, 1580996.0, -2021710.0, 1580178.0]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-07-13T13:23:59.828873-07:00,646732,2023-07-13T13:06:05.502941-07:00,-1,5295,0.07,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",200.0,1.341
104,burnpro3d/d/06/b6/run_06b68a07-2e40-48f0-bd71-8b63cbc35a38,2023-07-27T18:33:30.063322,1.0,,"[-2022346.0, 1581420.0, -2020914.0, 1580036.0]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-06-14T15:16:52.909212-07:00,2468564,2023-06-14T12:24:02.976749-07:00,-1,11359,0.1,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",150.0,2.235
108,burnpro3d/d/06/bc/run_06bc4ffe-9e1a-4ec3-954d-4a7b1c02f20e,2023-07-27T18:33:30.063322,1.0,,"[123782.0, 1223754.0, 124586.0, 1222950.0]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-07-21T13:53:51.137865-07:00,2461908,2023-07-21T13:15:51.249485-07:00,-1,5918,0.15,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",60.0,6.705
122,burnpro3d/d/06/f0/run_06f03978-c4af-4efa-b6a4-420e84244fc9,2023-07-27T18:33:30.063322,1.0,,"[-1959092.0, 1310426.0, -1958552.0, 1309880.0]","[[x1, y1], [x2, y2]]",,"{'density': None, 'dx': 2, 'dy': 2, 'height': 0.5, 'id': '97e42343-2a3d-404e-b94b-2361e5222ed1', 'xlen': None, 'ylen': None}","{'dat': None, 'id': '6d7c8d09-bd6c-4d7e-a642-9c365437eb79', 'perc': 2}","{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-05-12T11:08:15.289278-07:00,436472,2023-05-12T10:58:25.077365-07:00,-1,4157,0.12,1,600,,10.0,2.0
132,burnpro3d/d/06/ff/run_06fff837-23a7-4d20-a5c6-6fbf5139f7b0,2023-07-27T18:33:30.063322,1.0,,"[-2022346.0, 1581420.0, -2020914.0, 1580036.0]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-07-11T21:22:23.265427-07:00,2427368,2023-07-11T18:19:47.212574-07:00,-1,16374,0.09,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",270.0,6.705
168,burnpro3d/d/07/48/run_074870cb-6898-4c53-9b5a-0cfaafa3e7cf,2023-07-27T18:33:30.063322,0.9,,"[-1959092.0, 1310426.0, -1958552.0, 1309880.0]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-06-23T14:37:18.407403-07:00,451920,2023-06-23T14:25:17.721809-07:00,-1,5223,0.2,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",90.0,4.47
169,burnpro3d/d/07/4a/run_074a5407-b63d-47a5-8404-63031adf08ae,2023-07-27T18:33:30.063322,0.9,,"[1298064.0, 942076.0, 1298868.0, 941272.0]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-07-18T17:04:04.890320-07:00,1337008,2023-07-18T16:05:03.801976-07:00,-1,5945,0.2,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",120.0,2.235
186,burnpro3d/d/07/6e/run_076e2d40-5d25-48bb-a9d6-1c75afb1973d,2023-07-27T18:33:30.063322,0.9,,"[-2022346.0, 1581420.0, -2020914.0, 1580036.0]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-06-26T15:17:44.492451-07:00,2466308,2023-06-26T10:40:42.225079-07:00,-1,10603,0.07,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",180.0,2.682
9,burnpro3d/d/07/8e/run_078e7aab-78f8-4a23-bbed-654d16b46750,2023-07-27T18:35:23.550445,1.0,,"[-2011072.0, 1581140.0, -2010524.0, 1580484.0]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-07-10T15:10:22.832606-07:00,516456,2023-07-10T15:01:17.479972-07:00,-1,4228,0.07,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",300.0,4.47
12,burnpro3d/d/07/95/run_07952dda-4d20-4e7a-be0f-92a79fe37bb8,2023-07-27T18:35:23.550445,0.3,,"[-2126863, 2649938, -2126015, 2648970]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2, 2, 1]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-06-06T13:30:47.870571-07:00,2659664,2023-06-06T12:35:08.956678-07:00,-1,4225,0.1,1,600,,60.0,20.0
51,burnpro3d/d/07/f7/run_07f725ca-c76f-40a6-926e-4ab9ba1b8805,2023-07-27T18:35:23.550445,1.1,,"[-1398056.0, 2815704.0, -1397036.0, 2814900.0]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-06-19T15:53:33.899769-07:00,2565372,2023-06-19T13:40:32.918214-07:00,-1,6906,0.15,1,600,"{'topo_calcs': True, 'total_startup_iters': 500}",240.0,4.47
53,burnpro3d/d/07/f9/run_07f9cd13-24be-4e41-9156-022c973c7bc5,2023-07-27T18:35:23.550445,1.0,,"[-2022346.0, 1581420.0, -2020914.0, 1580036.0]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-06-14T15:18:17.321181-07:00,2468600,2023-06-14T12:23:04.349112-07:00,-1,11359,0.07,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",180.0,3.129
73,burnpro3d/d/08/1b/run_081bbd84-0885-4c00-9a82-c5d96967c1c0,2023-07-27T18:35:23.550445,1.1,,"[-2011072.0, 1581140.0, -2010524.0, 1580484.0]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-07-10T14:48:34.124215-07:00,516636,2023-07-10T14:42:17.973847-07:00,-1,4228,0.07,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",270.0,6.705
77,burnpro3d/d/08/20/run_0820cc7b-43ec-4d0c-b09e-c476e6a1a10a,2023-07-27T18:35:23.550445,0.0,,"[-1959092.0, 1310426.0, -1958552.0, 1309880.0]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-06-14T12:36:42.867703-07:00,452008,2023-06-14T12:25:07.965922-07:00,-1,4005,0.09,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",90.0,2.235
104,burnpro3d/d/08/61/run_0861e804-027b-4a3c-a32a-d5cbd5174a91,2023-07-27T18:35:23.550445,1.1,,"[-1398056.0, 2815704.0, -1397036.0, 2814900.0]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-06-19T13:51:29.093396-07:00,2551920,2023-06-19T09:52:39.092454-07:00,-1,7313,0.15,1,600,"{'topo_calcs': True, 'total_startup_iters': 500}",300.0,6.705
134,burnpro3d/d/08/ad/run_08ad7a37-9f27-4772-a997-156531c9238e,2023-07-27T18:35:23.550445,0.9,,"[1298064.0, 942076.0, 1298868.0, 941272.0]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-06-20T12:04:48.809198-07:00,1336912,2023-06-20T11:08:36.807493-07:00,-1,5460,0.1,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",60.0,2.235
141,burnpro3d/d/08/c0/run_08c0cc98-c783-4fe6-af1c-b89ebc406bfe,2023-07-27T18:35:23.550445,1.0,,"[1298064.0, 942076.0, 1298868.0, 941272.0]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-07-18T16:41:18.511133-07:00,1336892,2023-07-18T16:05:00.008147-07:00,-1,5945,0.15,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",60.0,2.235
184,burnpro3d/d/09/1b/run_091b39bb-3caa-43b4-8638-96347bbccee8,2023-07-27T18:35:23.550445,0.9,,"[-1398056.0, 2815704.0, -1397036.0, 2814900.0]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-06-19T13:00:13.590236-07:00,2551760,2023-06-19T09:53:15.907246-07:00,-1,7313,0.2,1,600,"{'topo_calcs': True, 'total_startup_iters': 500}",300.0,6.705
189,burnpro3d/d/09/30/run_0930b7c7-6637-451d-9b27-e80601ca2ea4,2023-07-27T18:35:23.550445,1.0,,"[-2022346.0, 1581420.0, -2020914.0, 1580036.0]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-06-14T20:08:45.710519-07:00,2468696,2023-06-14T16:56:47.770568-07:00,-1,11359,0.1,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",210.0,4.023
104,burnpro3d/d/0a/98/run_0a9863ba-c110-43ad-a156-a9bcb933b69f,2023-07-27T18:36:42.644178,0.9,,"[123782.0, 1223754.0, 124586.0, 1222950.0]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-07-21T14:14:03.506925-07:00,2450140,2023-07-21T13:17:34.950555-07:00,-1,5918,0.1,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",120.0,6.705
132,burnpro3d/d/0a/f1/run_0af12cb7-f38d-4b02-840d-c9fd4855fa16,2023-07-27T18:36:42.644178,1.2,,"[-2004498.0, 2608692.0, -2003792.0, 2608072.0]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-06-30T07:33:31.006868-07:00,1629996,2023-06-30T07:05:22.540038-07:00,-1,5663,0.1,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",345.0,5.364
149,burnpro3d/d/0b/34/run_0b3418e2-70b2-485e-8825-3bbd809be83d,2023-07-27T18:36:42.644178,0.3,,"[-2126863, 2649938, -2126015, 2648970]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2, 2, 1]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-06-05T15:50:38.165893-07:00,2659520,2023-06-05T15:09:28.438763-07:00,-1,4225,0.2,1,600,,120.0,5.0
166,burnpro3d/d/0b/86/run_0b86042e-6902-4a44-be5b-a155150d0199,2023-07-27T18:36:42.644178,0.9,,"[123782.0, 1223754.0, 124586.0, 1222950.0]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-07-21T13:50:24.504169-07:00,2461988,2023-07-21T13:16:01.667540-07:00,-1,5918,0.1,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",60.0,6.705
168,burnpro3d/d/0b/92/run_0b92efd0-d61f-4f78-8eae-9f246a31e08a,2023-07-27T18:36:42.644178,0.9,,"[-2022346.0, 1581420.0, -2020914.0, 1580036.0]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-06-26T14:26:23.238215-07:00,2469876,2023-06-26T10:55:26.732719-07:00,-1,10603,0.07,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",210.0,1.788
182,burnpro3d/d/0b/c6/run_0bc63838-98f5-4b3a-b56f-d2753ab457ec,2023-07-27T18:36:42.644178,1.1,,"[-2011072.0, 1581140.0, -2010524.0, 1580484.0]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-07-10T14:53:10.936044-07:00,516604,2023-07-10T14:40:47.801921-07:00,-1,4228,0.05,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",270.0,6.705
